Age,12-A6,12-B1,12-B2,12-B3,12-B4,12-B5,12-C1,12-C2,12-C3,12-C4,12-C5,12-D1,12-D2,12-D3,18-A6,18-B1,18-B2,18-B3,18-B4,18-B5,18-C1,18-C2,18-C3,18-C4,18-C5,18-D1,18-D2,18-D3,24-A6,24-B1,24-B2,24-B3,24-B4,24-B5,24-C1,24-C2,24-C3,24-C4,24-C5,24-D1,24-D2,24-D3,30-A6,30-B1,30-B2,30-B3,30-B4,30-B5,30-C1,30-C2,30-C3,30-C4,30-C5,30-D1,30-D2,30-D3,36-A6,36-B1,36-B2,36-B3,36-B4,36-B5,36-C1,36-C2,36-C3,36-C4,36-C5,36-D1,36-D2,36-D3,42-A6,42-B1,42-B2,42-B3,42-B4,42-B5,42-C1,42-C2,42-C3,42-C4,42-C5,42-D1,42-D2,42-D3,48-A6,48-B1,48-B2,48-B3,48-B4,48-B5,48-C1,48-C2,48-C3,48-C4,48-C5,48-D1,48-D2,48-D3,54-A6,54-B1,54-B2,54-B3,54-B4,54-B5,54-C1,54-C2,54-C3,54-C4,54-C5,54-D1,54-D2,54-D3,60-A6,60-B1,60-B2,60-B3,60-B4,60-B5,60-C1,60-C2,60-C3,60-C4,60-C5,60-D1,60-D2,60-D3
1,0.02003055033404,0.04742795333613,0.07465713448891,0.09780084618047,0.12811910849642,0.15619967791446,0.73014411072588,0.80118882099304,0.92952935346788,1.00338045449974,1.21688214562269,1.19696196671011,1.27548842776518,1.35431141999694,0.03015229184778,0.04397851192730,0.05719269295473,0.07048947327669,0.08384731529428,0.09726822870776,0.18307659486247,0.20321502029734,0.23473564955829,0.26025191874119,0.36065661430632,0.37590616887455,0.41240443000058,0.44806712779738,0.03712045872997,0.04848730881700,0.05924985352691,0.07010639083437,0.08106516876216,0.09212901109418,0.18811539636166,0.20736404722801,0.22575931774058,0.24431985740475,0.31603624931000,0.38462080446606,0.41152761031103,0.43836540990452,0.01194096791141,0.01515408227367,0.01900195518292,0.02319385984571,0.02893166539451,0.03539492169209,0.08220206944761,0.09322913558499,0.10348434049934,0.11486761795426,0.16481842660574,0.50170036883859,0.54892891182367,0.59920762669838,0.02134181579264,0.02658440719066,0.03193114938602,0.03739035535691,0.04568138870678,0.05498080686661,0.13687248567871,0.15169999947379,0.16623601342589,0.18111498855876,0.19637611043699,0.67499631549719,0.72576683634671,0.77867836047595,0.01388872232619,0.01785604213876,0.02240136440754,0.02752288494010,0.03778561912801,0.04789663312107,0.11213908194571,0.12860219186196,0.14643542097304,0.16066516055409,0.18693004133600,0.58737135272335,0.67777666818618,0.72492969497243,0.01875709086517,0.02235144784969,0.02605528855770,0.02983731182868,0.03828054878794,0.04296078533584,0.13996260212001,0.15535848835321,0.17168836396754,0.17885555430821,0.20635207509020,0.64146221599575,0.74145125912328,0.74886577171451,0.04208220369603,0.05138570909184,0.06161503609076,0.07281755786103,0.09783325475318,0.11859050341433,0.18313055442131,0.21316456105555,0.24646156963020,0.26899806402327,0.32467565355066,0.64215784797056,0.76329571803855,0.80340834453315,0.06323040895362,0.07364551493338,0.08451365907342,0.09569547971498,0.11480393639495,0.13663062996583,0.20205640047279,0.22426449872167,0.24789271037211,0.27262449207291,0.29858916493804,0.72802871326408,0.78883772289002,0.85406740824093
2,0.04179540367781,0.09896235611298,0.15577829971504,0.20406957262670,0.26733114014098,0.32592357593319,0.72821097029451,0.79906758152774,0.92706831769571,1.00072388945162,1.21366031031461,1.08666771675163,1.15795834461831,1.22951817974946,0.05261643393286,0.07674350191920,0.09980254786225,0.12300573144984,0.14631546908279,0.16973526773371,0.25733535497767,0.28564224402522,0.32994813864861,0.36581420985679,0.50694463668216,0.62628564538374,0.68709426976236,0.74651078791279,0.06477604336622,0.08461145487154,0.10339233977200,0.12233724388945,0.14146056021093,0.16076721630344,0.26441797399531,0.29147418184785,0.31733086478877,0.34341985266099,0.44422554648832,0.64080483029642,0.68563342758783,0.73034705569724,0.04811770338149,0.06106537102125,0.07657088185342,0.09346271396152,0.11658395735703,0.14262850012046,0.20864092045340,0.23662923320834,0.26265844886126,0.29155087823600,0.41833336393822,0.78257615732812,0.85624549062168,0.93467262746658,0.08599965844907,0.10712537118124,0.12867077327277,0.15066936296453,0.18407917416369,0.22155240480585,0.34740246308459,0.38503686994357,0.42193140740557,0.45969643069497,0.49843139852757,1.05289143800165,1.13208571725631,1.21461963551371,0.08696789619757,0.11181031507088,0.14027204869701,0.17234179964951,0.23660461523438,0.29991739482262,0.35938782459423,0.41214945913056,0.46930210657977,0.51490614634757,0.59908088903012,0.90966465280493,1.04967577101985,1.12270187544482,0.11745246920620,0.13995948301102,0.16315205801258,0.18683419374274,0.23970374777362,0.26901028272470,0.44855775727514,0.49789911057541,0.55023375048060,0.57320344936071,0.66132540128229,0.99343541576513,1.14828889607052,1.15977178503123,0.11965013229100,0.14610230336594,0.17518681465983,0.20703835982811,0.27816418451443,0.33718218571614,0.44601764639145,0.51916599125963,0.60026143403417,0.65514945760223,0.79075319405260,0.97955078005083,1.16433509047201,1.22552309073838,0.17977971996813,0.20939244693708,0.24029327365012,0.27208596038014,0.32641603743953,0.38847473550807,0.49211187320426,0.54620008225870,0.60374700217094,0.66398168611057,0.72721909789708,1.11053862571484,1.20329699190387,1.30279867886430
3,0.05643496822842,0.13362563659149,0.21034234919385,0.27554847744394,0.36096850545157,0.44008395742446,0.69575392537316,0.76345239108595,0.88574801456921,0.95612068851295,1.15956633368144,1.06013115412244,1.12968085586966,1.19949319080602,0.07594678785022,0.11077190192283,0.14405542836820,0.17754700371184,0.21119237962448,0.24499661808553,0.32939941834392,0.36563335436175,0.42234664942927,0.46825663717767,0.64890915774151,0.82506058470988,0.90516907762367,0.98344362785160,0.09349802059159,0.12212853917517,0.14923694950558,0.17658210588174,0.20418478320330,0.23205209394173,0.33846545042864,0.37309846511872,0.40619604054430,0.43959097545730,0.56862624507798,0.84418797056308,0.90324458309378,0.96214973671557,0.08205432523475,0.10413376911679,0.13057506076919,0.15938042320762,0.19880869787745,0.24322202670066,0.31981672678766,0.36271881212233,0.40261788145579,0.44690584841593,0.64124528817289,1.01442785316335,1.10992299816254,1.21158552814679,0.14665379784463,0.18267912701709,0.21942014552572,0.25693397736764,0.31390717686623,0.37780965846080,0.53251834961351,0.59020651926919,0.64676057482935,0.70464896081436,0.76402413322794,1.36482870205598,1.46748565363166,1.57447166991520,0.15059554976301,0.19361323664794,0.24289820972464,0.29843090611739,0.40970983162267,0.51934365359596,0.57322821603049,0.65738370369695,0.74854291359983,0.82128194528349,0.95554174564602,1.18386637921236,1.36608128121991,1.46111976553058,0.20338331665454,0.24235696400782,0.28251774442781,0.32352625913010,0.41507635868543,0.46582420858835,0.71545540887418,0.79415550385034,0.87762992957225,0.91426689557596,1.05482254559044,1.29288830231749,1.49441952425988,1.50936371950248,0.18766279865027,0.22915116443181,0.27476817029950,0.32472507375763,0.43628091629093,0.52884649113979,0.67500537714772,0.78570845473882,0.90843871076763,0.99150652512253,1.19672991035376,1.27036784761350,1.51001243928062,1.58936643478674,0.28197181853279,0.32841729345415,0.37688306202908,0.42674765017560,0.51196054644765,0.60929524000077,0.74476461471565,0.82662198571302,0.91371378733416,1.00487326472030,1.10057708571966,1.44024443895375,1.56054166948383,1.68958423314886
4,0.06572270861412,0.15561697034244,0.24495927541455,0.32089665079306,0.42037461253891,0.51251042762156,0.65166748772925,0.71507624111935,0.82962260414975,0.89553611460405,1.08609042934298,1.08210931789973,1.15310089288095,1.22436054584484,0.09941442210875,0.14500053165203,0.18856870143208,0.23240920743039,0.27645103852908,0.32070082086430,0.39897093595511,0.44285773891017,0.51154928830011,0.56715579444925,0.78596342190157,0.97982457967932,1.07495973926957,1.16791694713769,0.12238900351858,0.15986638130148,0.19535131784151,0.23114615519489,0.26727808772625,0.30375642566793,0.40995177898277,0.45189953455356,0.49198755508431,0.53243573955709,0.68872418278084,1.00253986041299,1.07267425008394,1.14262877034346,0.11364026210954,0.14421895229813,0.18083853700981,0.22073221632895,0.27533798458294,0.33684775038977,0.41674502076876,0.47264963408715,0.52464109383674,0.58235161415878,0.83559038209689,1.20190677456231,1.31505061357898,1.43550164725888,0.20310661234180,0.25299950754299,0.30388358905297,0.35583797014200,0.43474239481084,0.52324345477424,0.69391108119485,0.76908306391992,0.84277721148907,0.91821009100701,0.99558036400425,1.61706607128621,1.73869530807222,1.86545367472554,0.20543297310624,0.26411499476513,0.33134645389218,0.40710066404328,0.55890037224578,0.70845593372429,0.75619256429110,0.86720900109240,0.98746462488664,1.08342067407385,1.26053383751931,1.41383241206513,1.63144255704698,1.74494226602712,0.27744272315020,0.33060812054194,0.38539293016566,0.44133416555555,0.56622105078835,0.63544807443355,0.94381617153984,1.04763595040922,1.15775394229122,1.20608478242683,1.39150331982205,1.54403184269197,1.78471050257148,1.80255760759720,0.24675223312066,0.30130405148184,0.36128449591242,0.42697134262230,0.57365280245733,0.69536452405762,0.87238353793257,1.01545727594788,1.17407505676942,1.28143271083948,1.54666541703071,1.51784896765206,1.80417886552273,1.89899186034489,0.37075635874813,0.43182613249990,0.49555233029609,0.56111779434805,0.67316169754589,0.80114419150361,0.96254105746249,1.06833432272253,1.18089261721230,1.29870801556401,1.42239656795730,1.72081931933283,1.86455172527691,2.01873314793342
5,0.07096935414928,0.16803987712549,0.26451438073128,0.34651383875797,0.45393312877294,0.55342414836595,0.60959351350655,0.66890837191821,0.77605921374156,0.83771711317951,1.01596856261165,1.12480136074543,1.19859373903798,1.27266477169076,0.12236387497764,0.17847336986328,0.23209909103017,0.28606001622736,0.34026874168222,0.39473342314998,0.46570167433093,0.51692885850733,0.59710956010831,0.66201665153680,0.91742141734257,1.09751316164444,1.20407518504215,1.30819765882044,0.15064205381390,0.19677094610380,0.24044744943472,0.28450539303934,0.32897824900113,0.37387747678526,0.47851914177704,0.52748295904602,0.57427598730782,0.62148941950313,0.80391822102382,1.12295681767500,1.20151518143125,1.27987207132115,0.14278057073590,0.18120042965241,0.22721022502058,0.27733367771424,0.34594178026562,0.42322424428586,0.50040268849352,0.56752963041141,0.62995788975666,0.69925325762990,1.00332734128242,1.34944983581451,1.47648292874309,1.61172022922525,0.25518841202993,0.31787513872566,0.38180721759014,0.44708404858664,0.54622161285014,0.65741663843118,0.83320724495955,0.92346930060600,1.01195685950188,1.10253218453386,1.19543381667784,1.81557304658096,1.95213318342759,2.09445208926014,0.25211957034364,0.32413763961377,0.40664808733981,0.49961816232938,0.68591579815492,0.86945928356689,0.91072026483596,1.04442287379986,1.18925269456460,1.30481733068385,1.51812351053263,1.60327280383639,1.85004068403988,1.97874829825096,0.34049422104904,0.40574196071263,0.47297713944193,0.54163155269281,0.69490017053131,0.77985969379427,1.13668469420486,1.26172001056740,1.39434057768973,1.45254780903075,1.67585656325049,1.75091774705430,2.02384510856880,2.04408355965449,0.29753114807599,0.36330913493092,0.43563289981783,0.51483738225721,0.69170428471331,0.83846294948427,1.04037110755515,1.21099535343878,1.40015682787734,1.52818744355595,1.84449378394605,1.72513231071873,2.05056453017438,2.15832555536830,0.44705396858907,0.52069123487561,0.59753158826583,0.67658970882183,0.81169102373908,0.96601091733960,1.14788950327138,1.27405448892815,1.40828718866520,1.54878930859366,1.69629552650128,1.95582108098820,2.11918214185517,2.29441917769067
6,0.07302289883439,0.17290222088912,0.27216827736309,0.35654044334564,0.46706798078279,0.56943783810724,0.57792120322522,0.63415427261144,0.73573793789183,0.79419231222816,0.96318245049241,1.16784854890618,1.24446502975055,1.32137082931520,0.14421315448631,0.21034155435573,0.27354267815549,0.33713885997884,0.40102708924549,0.46521697800141,0.52919301551685,0.58740424722370,0.67851636814841,0.75227255442543,1.04249787600777,1.18440380048368,1.29940238994056,1.41176828947473,0.17754068169850,0.23190634371518,0.28338171848110,0.33530664345232,0.38772056748372,0.44063699624125,0.54375794972895,0.59939723887047,0.65256978493573,0.70622005061758,0.91352024495885,1.21186184285981,1.29663970962659,1.38120015174522,0.16939593593557,0.21497754361602,0.26956390861250,0.32903074739597,0.41042791288252,0.50211640562802,0.57172796983726,0.64842290195212,0.71974942116685,0.79892185749520,1.14633737408677,1.46127954728091,1.59883994826634,1.74528444437078,0.30275743872519,0.37712943965382,0.45297893570036,0.53042385572392,0.64804140269290,0.77996401185882,0.95196907924005,1.05509670627868,1.15619690731018,1.25968245582667,1.36582589342520,1.96603066609134,2.11390762279749,2.26802058110467,0.29127285962419,0.37447508368134,0.46979911594619,0.57720711908049,0.79243612749966,1.00448327555909,1.03915780054826,1.19171629125399,1.35697124802910,1.48883379433192,1.73222223011568,1.75575177935298,2.02598847501558,2.16693680403771,0.39337178512278,0.46875227101653,0.54642883832599,0.62574504232454,0.80281574154722,0.90096918223165,1.29698966011211,1.43965852272444,1.59098237282361,1.65739848414976,1.91220014261506,1.91743846869682,2.21632253849864,2.23848576388362,0.34059293791712,0.41589099641644,0.49868220575150,0.58934998135979,0.79181489408362,0.95981399307666,1.18111625239125,1.37482315986078,1.58957507882814,1.73492613662234,2.09402353624841,1.89525430092438,2.25277865412934,2.37116641210120,0.51175624990487,0.59605106416852,0.68401254948192,0.77451278019893,0.92916735691027,1.10582202409501,1.30318012334006,1.44641316197384,1.59880534406197,1.75831509605125,1.92577648558260,2.14869218584001,2.32816291471570,2.52068075452713
7,0.07226860135605,0.17111620977072,0.26935688739396,0.35285752248609,0.46224335445678,0.56355577190319,0.55978710178178,0.61425568116653,0.71265183839061,0.76927202227311,0.93295956168284,1.19833426221329,1.27695075245256,1.35586411383623,0.16445373842449,0.23986338197117,0.31193490081785,0.38445692481509,0.45731198565642,0.53051104445633,0.58899595708411,0.65378551236336,0.75519401416228,0.83728522522008,1.16030827360343,1.24611590460153,1.36710637362101,1.48532697920097,0.20245884594752,0.26445482954840,0.32315486871758,0.38236755329789,0.44213786886420,0.50248121662777,0.60520684255422,0.66713380568199,0.72631526451081,0.78602842900191,1.01675516346288,1.27500461915999,1.36419974677874,1.45316612106860,0.19342267062195,0.24546946997462,0.30779824096225,0.37569972105041,0.46864207555562,0.57333545579634,0.63162045845381,0.71634971911471,0.79514818821733,0.88261448892123,1.26642420165226,1.54140401539398,1.68650708949962,1.84098138892286,0.34569986597059,0.43062062253812,0.51722843877423,0.60565797029946,0.73995812290404,0.89059233522656,1.05169447357036,1.16562543813019,1.27731658968163,1.39164297048811,1.50890567277802,2.07383150523104,2.22981680953180,2.39238004611508,0.32348847312951,0.41589310175147,0.52176024532843,0.64104788160402,0.88008183552794,1.11558200621228,1.14375874173449,1.31167366984110,1.49356308194653,1.63869882548966,1.90658658124523,1.87468773579542,2.16323047006918,2.31372674574207,0.43687983255900,0.52059761634769,0.60686543474072,0.69495423834236,0.89160946465291,1.00061895733404,1.42754378681447,1.58457360336406,1.75112961275217,1.82423112619048,2.10468095212102,2.04732720403845,2.36645790729115,2.39012248636406,0.37651167907192,0.45975062879827,0.55127295286573,0.65150250148985,0.87531925091801,1.06103544113401,1.29669632638334,1.50935874196038,1.74512556325759,1.90470018793665,2.29893765437250,2.03114961593858,2.41430951819906,2.54118602707656,0.56572577841916,0.65891027675185,0.75614813121690,0.85619246575900,1.02715682782077,1.22244139761946,1.43070495823732,1.58795430150656,1.75525907128105,1.93037791246884,2.11422651177201,2.30275974359247,2.49509905228064,2.70142098818317
8,0.06862898508699,0.16249839609652,0.25579144277282,0.33508679003240,0.43896369494244,0.53517378141970,0.55307509844913,0.60689058438961,0.70410694427091,0.76004823637168,0.92177311657305,1.21078399408282,1.29021724660192,1.36995045451850,0.18265057434214,0.26640430859405,0.34645055404381,0.42699715312056,0.50791363962848,0.58921218753133,0.64461111212975,0.71551833446402,0.82650219833912,0.91634476214553,1.26986882959885,1.28761082092858,1.41263020039674,1.53478748162506,0.22486095389034,0.29371680429599,0.35891201342210,0.42467659226687,0.49106050406715,0.55808085418101,0.66235268876676,0.73012702251640,0.79489661139773,0.86024811153697,1.11276090913791,1.31746151244999,1.40962678461441,1.50155568610053,0.21481271580015,0.27261521786312,0.34183674461222,0.41724724999758,0.52046782657181,0.63673894031195,0.68094110177545,0.77228652185303,0.85723803925686,0.95153422357512,1.36531405790627,1.59361694265765,1.74363518253316,1.90334208501137,0.38392979903599,0.47824169271121,0.57442721302988,0.67263590678222,0.82178791890468,0.98908032644599,1.13381696868600,1.25664433359375,1.37705698770915,1.50031064529165,1.62672990962316,2.14407967667624,2.30534876723053,2.47341860841759,0.34934015707384,0.44912933090391,0.56345688084207,0.69227742641001,0.95041385458603,1.20473409611391,1.22668374612440,1.40677287289922,1.60184966425427,1.75750806588191,2.04481826844505,1.96335324269789,2.26554293657400,2.42315710623780,0.47179322296116,0.56220133999755,0.65536327846258,0.75049172674680,0.96286271784922,1.08058373871699,1.53104382617492,1.69945864705416,1.87809033053830,1.95649186320408,2.25727491343958,2.14415789262471,2.47838224855980,2.50316607104540,0.40584212999529,0.49556543615882,0.59421739572940,0.70225487706955,0.94350706489131,1.14369064059780,1.38911787104057,1.61693772058134,1.86950873370038,2.04045697994438,2.46279357403905,2.13565118698956,2.53852446311268,2.67192870111616,0.60979610372994,0.71023972178477,0.81505245447221,0.92289029345934,1.10717286611011,1.31767020302586,1.53267791790310,1.70113514917632,1.88036450371015,2.06796487466852,2.26491721398001,2.42123551173384,2.62347057589716,2.84040766603299
9,0.06156383808605,0.14576967638161,0.22945848531350,0.30059061576068,0.39377370664649,0.48007925493084,0.55041642687653,0.60397321792542,0.70072225180861,0.75639463011547,0.91734208724576,1.20716535151551,1.28636120368059,1.36585611477330,0.19844207954952,0.28943694915148,0.37640378987669,0.46391424353390,0.55182656415105,0.64015397822191,0.69548870927657,0.77199246729699,0.89173601931550,0.98866963954643,1.37009650722633,1.31319183492142,1.44069497923808,1.56527916389842,0.24430186141053,0.31911081393017,0.38994263541363,0.46139305287690,0.53351634925156,0.60633110878152,0.71463058567866,0.78775418379022,0.85763587978305,0.92814541588297,1.20058843831096,1.34363557128612,1.43763189447820,1.53138715100658,0.23353364056695,0.29637362976574,0.37162781147050,0.45361034120128,0.56582658938291,0.69223072883698,0.72051220101299,0.81716591966934,0.90705417083296,1.00683012962459,1.44465568956126,1.62149762764731,1.77414047019660,1.93664148066869,0.41738927491809,0.51992044862769,0.62448853551293,0.73125611536442,0.89340672297207,1.07527866117092,1.19970575652403,1.32967091034359,1.45708102881095,1.58749724818163,1.72126303520263,2.18159083036570,2.34568135974380,2.51669162040870,0.36937977170405,0.47489327051459,0.59577912758115,0.73198935921112,1.00493357411854,1.27384268992749,1.29000055887105,1.47938521071803,1.68453113416068,1.84822403848671,2.15036411578600,2.02487504194827,2.33653386918147,2.49908688891779,0.49885725834855,0.59445156365492,0.69295766112154,0.79354307564735,1.01809655632089,1.14257054802324,1.61007056436650,1.78717832644682,1.97503030724843,2.05747863288635,2.37378697570789,2.21134521712772,2.55604251460143,2.58160293974745,0.42911973116914,0.52398923380296,0.62829950432793,0.74253361538341,0.99762313500338,1.20928849905182,1.46031661543875,1.69981329066467,1.96532974159021,2.14503987963863,2.58902318625483,2.21149019886427,2.62866988951708,2.76681143933052,0.64477174930957,0.75097644121242,0.86180084397825,0.97582386193489,1.17067620029605,1.39324688469039,1.61123478164841,1.78832622863614,1.97674192024628,2.17395768176244,2.38100474345682,2.50721589553644,2.71663251983748,2.94127325308465
10,0.05007021309819,0.11855529132995,0.18661986669474,0.24447202537011,0.32025835323485,0.39045113731880,0.53918966508962,0.59165406625729,0.68642972452253,0.74096656163032,0.89863119747626,1.19688805509681,1.27540966719461,1.35422779215851,0.21154014111713,0.30854107761322,0.40124811737659,0.49453465094797,0.58824957648948,0.68240699350243,0.74102859267316,0.82254173786720,0.95012597417531,1.05340670788723,1.45980901348120,1.32650417056275,1.45529986377236,1.58114700669798,0.26042687294589,0.34017354970294,0.41568058705211,0.49184705047243,0.56873080581083,0.64635166395414,0.76142385940024,0.83933551530069,0.91379299267518,0.98891942047948,1.27920173103407,1.35725652690656,1.45220572733265,1.54691141730865,0.24956864211080,0.31672338151591,0.39714470281088,0.48475635726909,0.60467765260568,0.73976101517456,0.75111741115569,0.85187669161431,0.94558312769188,1.04959727173799,1.50602035611473,1.62841096500985,1.78170460805895,1.94489844982971,0.44604826234042,0.55561948186413,0.66736747409651,0.78146598196160,0.95475025423964,1.14910997279733,1.25066568022303,1.38615136629490,1.51897348673047,1.65492939827326,1.79437715711365,2.19089215350068,2.35568229117191,2.52742166275518,0.38413729129960,0.49386628225556,0.61958179037815,0.76123391492261,1.04508284066844,1.32473545639258,1.33568401255079,1.53177544053892,1.74418630214515,1.91367614753531,2.22651606688597,2.06223404778812,2.37964298982121,2.54519511769399,0.51878768315633,0.61820118740604,0.72064281620113,0.82524683526245,1.05877171243667,1.18821870892272,1.66708882187231,1.85046859227827,2.04497307195252,2.13034118257763,2.45785111552906,2.25214460334619,2.60320157639618,2.62923359216014,0.44686060510243,0.54565224825809,0.65427496406328,0.77323179657833,1.03886734957912,1.25928348472214,1.51215747622034,1.76015622124864,2.03509843725974,2.22118823856003,2.68093283731268,2.26129608990831,2.68787125797681,2.82912395111894,0.67142821250478,0.78202366976590,0.89742982819429,1.01616684049827,1.21907485777462,1.45084716625259,1.66843319815536,1.85181134554206,2.04691574529574,2.25113261515280,2.46552979379241,2.56368194805664,2.77781493129886,3.00751489198006
